Shopping,Community,Food,Entertainment,Travel,Outdoors,Nightlife
0.2578125,0.20642201834862386,0.15789473684210525,0.15151515151515152,0.1751412429378531,0.23495145631067962,0.03225806451612903
0.29918032786885246,0.21895424836601307,0.19607843137254902,0.125,0.18181818181818182,0.24548736462093862,0.1
0.25,0.2316715542521994,0.21232876712328766,0.09523809523809523,0.11494252873563218,0.22823984526112184,0.0
0.23076923076923078,0.19109947643979058,0.18263473053892215,0.0,0.21739130434782608,0.23717948717948717,0.05263157894736842
0.2672672672672673,0.1688888888888889,0.19724770642201836,0.15789473684210525,0.1891891891891892,0.2920353982300885,0.16666666666666666
0.25733634311512416,0.16569767441860464,0.20958083832335328,0.09090909090909091,0.15454545454545454,0.2853881278538813,0.0
0.24067796610169492,0.20689655172413793,0.24489795918367346,0.15,0.21505376344086022,0.29549902152641877,0.0
0.27177700348432055,0.17647058823529413,0.2222222222222222,0.07692307692307693,0.2,0.3147410358565737,0.25
0.22685185185185186,0.203125,0.1724137931034483,0.12121212121212122,0.17307692307692307,0.27793696275071633,0.07352941176470588
0.22758620689655173,0.1760299625468165,0.17427385892116182,0.08823529411764706,0.2,0.2638580931263858,0.13513513513513514
0.2203023758099352,0.29743589743589743,0.16730038022813687,0.05084745762711865,0.1111111111111111,0.27713625866050806,0.0
0.2748414376321353,0.19083969465648856,0.14383561643835616,0.16666666666666666,0.2549019607843137,0.2810126582278481,0.05555555555555555
0.23190789473684212,0.23417721518987342,0.15846994535519127,0.0,0.08421052631578947,0.2713347921225383,0.36363636363636365
0.24758842443729903,0.1746031746031746,0.2217741935483871,0.1111111111111111,0.0875,0.2721238938053097,0.3125
0.2263681592039801,0.23890784982935154,0.18181818181818182,0.0,0.12698412698412698,0.2582781456953642,0.2222222222222222
0.2676056338028169,0.16908212560386474,0.14749262536873156,0.06349206349206349,0.12,0.2632696390658174,0.0
0.22529069767441862,0.21673003802281368,0.20952380952380953,0.13636363636363635,0.1951219512195122,0.32083333333333336,0.0
0.22426470588235295,0.1693548387096774,0.13705583756345177,0.07692307692307693,0.15,0.30902111324376197,0.0
0.24802110817941952,0.1881918819188192,0.16993464052287582,0.12727272727272726,0.06521739130434782,0.31218274111675126,0.26666666666666666
0.23980815347721823,0.23426573426573427,0.19827586206896552,0.08333333333333333,0.1391304347826087,0.36613272311212813,1.0
