0_fscore,1_fscore,2_fscore,3_fscore,4_fscore,5_fscore,6_fscore,weighted avg,macro avg
0.39316239316239315,0.56,0.44314868804664725,0.5752212389380531,0.6153846153846154,0.3774388080879745,0.5283018867924528,0.44457534308371305,0.4989510900588766
0.3709594663930221,0.5434782608695652,0.4324201947022866,0.6067415730337079,0.4,0.39562764456981664,0.4864864864864865,0.4267903068913378,0.4622448037221264
0.4246719160104987,0.4745762711864407,0.4457347029924073,0.6122448979591837,0.75,0.40086362000719683,0.5384615384615384,0.46303426849089924,0.5209361352310379
0.4151606425702811,0.47619047619047616,0.4408256880733945,0.7378640776699029,0.75,0.3987839771101574,0.4642857142857143,0.46045237519379223,0.5261586536999895
0.38909875876956285,0.475,0.43986486486486487,0.7596153846153846,0.625,0.38412698412698415,0.46,0.44385817839894576,0.5046722846252566
