Community,Entertainment,Food,Nightlife,Outdoors,Shopping,Travel,weighted avg,macro avg
0.3425925925925926,0.45685279187817257,0.4186952288218111,0.5689655172413793,0.4666666666666667,0.39912962387317374,0.4827586206896552,0.4138559190259121,0.4479515773947788
0.32045929018789143,0.4943820224719101,0.40143603133159267,0.6153846153846154,0.40540540540540543,0.4049161781343207,0.3103448275862069,0.39868588373793984,0.4217611957859918
0.2857142857142857,0.5166666666666667,0.4246688741721854,0.5952380952380952,0.4634146341463415,0.40372926753888944,0.48148148148148145,0.41430839704302413,0.45298761499399215
0.3280475718533201,0.5483870967741935,0.4168010319251854,0.5242718446601942,0.525,0.4092756644085461,0.5454545454545454,0.4276943194329904,0.471033965010855
0.32666666666666666,0.515625,0.4131386861313869,0.45714285714285713,0.45454545454545453,0.4046599101452304,0.3793103448275862,0.40574681891687103,0.4215841313513117
