Shopping,Community,Food,Entertainment,Travel,Outdoors,Nightlife
0.2361111111111111,0.33663366336633666,0.14925373134328357,0.04,0.1,0.14583333333333334,0.08333333333333333
0.24305555555555555,0.3564356435643564,0.11940298507462686,0.08,0.1,0.2604166666666667,0.16666666666666666
0.3697478991596639,0.23636363636363636,0.02857142857142857,0.0,0.05454545454545454,0.13541666666666666,0.13043478260869565
0.29411764705882354,0.4,0.05714285714285714,0.0,0.03636363636363636,0.2708333333333333,0.13043478260869565
0.28688524590163933,0.32407407407407407,0.1016949152542373,0.034482758620689655,0.0,0.22448979591836735,0.08333333333333333
0.26229508196721313,0.3055555555555556,0.06779661016949153,0.034482758620689655,0.0,0.22448979591836735,0.0
0.39814814814814814,0.4117647058823529,0.09333333333333334,0.038461538461538464,0.016666666666666666,0.12244897959183673,0.08695652173913043
0.3425925925925926,0.37254901960784315,0.013333333333333334,0.038461538461538464,0.05,0.2857142857142857,0.0
0.2748091603053435,0.358974358974359,0.045454545454545456,0.06666666666666667,0.038461538461538464,0.23595505617977527,0.0
0.2748091603053435,0.38461538461538464,0.09090909090909091,0.0,0.0,0.2247191011235955,0.0
