Shopping,Community,Food,Entertainment,Travel,Outdoors,Nightlife,accuracy,macro avg,weighted avg
0.2490842490842491,0.2677165354330709,0.13157894736842102,0.06666666666666667,0.12987012987012986,0.15135135135135136,0.10526315789473685,0.2,0.1573615768098037,0.19328556001049688
0.2621722846441948,0.2987551867219917,0.12799999999999997,0.11428571428571428,0.10638297872340427,0.24752475247524752,0.15384615384615383,0.22828282828282828,0.1872810100995295,0.22280384792884014
0.2875816993464052,0.23008849557522126,0.03508771929824561,0.0,0.05555555555555555,0.14207650273224043,0.22222222222222218,0.18383838383838383,0.13894459924712718,0.16928102629360708
0.2517985611510791,0.32835820895522383,0.07339449541284404,0.0,0.05263157894736841,0.2488038277511962,0.23076923076923078,0.23030303030303031,0.16939370042670607,0.20870432940376674
0.2573529411764705,0.2713178294573644,0.08571428571428572,0.0606060606060606,0.0,0.23655913978494622,0.1142857142857143,0.20404040404040405,0.14654799586069167,0.18876718355843483
0.24427480916030533,0.24905660377358496,0.08163265306122448,0.05714285714285715,0.0,0.18333333333333332,0.0,0.18585858585858586,0.11649146521018647,0.16391873935257817
0.29054054054054057,0.3320158102766798,0.11111111111111112,0.07142857142857144,0.020833333333333336,0.15384615384615385,0.13793103448275862,0.21951219512195122,0.15967236500273554,0.19295488635589927
0.28461538461538466,0.26480836236933797,0.02469135802469136,0.060606060606060615,0.07894736842105264,0.25,0.0,0.21951219512195122,0.1376669334337896,0.18376700413212727
0.27067669172932335,0.32307692307692304,0.05660377358490566,0.10526315789473685,0.04878048780487805,0.18834080717488788,0.0,0.21341463414634146,0.14182026303795067,0.19892756147557897
0.24913494809688583,0.31802120141342755,0.11009174311926605,0.0,0.0,0.21390374331550802,0.0,0.21747967479674796,0.1273073765635839,0.19542407920124966
