Shopping,Community,Food,Entertainment,Travel,Outdoors,Nightlife
0.26356589147286824,0.2222222222222222,0.11764705882352941,0.2,0.18518518518518517,0.15730337078651685,0.14285714285714285
0.2845528455284553,0.2571428571428571,0.13793103448275862,0.2,0.11363636363636363,0.2358490566037736,0.14285714285714285
0.23529411764705882,0.22413793103448276,0.045454545454545456,0.0,0.05660377358490566,0.14942528735632185,0.75
0.22012578616352202,0.27848101265822783,0.10256410256410256,0.0,0.09523809523809523,0.23008849557522124,1.0
0.23333333333333334,0.23333333333333334,0.07407407407407407,0.25,0.0,0.25,0.18181818181818182
0.22857142857142856,0.21019108280254778,0.10256410256410256,0.16666666666666666,0.0,0.15492957746478872,0.0
0.22872340425531915,0.2781456953642384,0.13725490196078433,0.5,0.027777777777777776,0.20689655172413793,0.3333333333333333
0.24342105263157895,0.20540540540540542,0.16666666666666666,0.14285714285714285,0.1875,0.2222222222222222,0.0
0.26666666666666666,0.2937062937062937,0.075,0.25,0.06666666666666667,0.15671641791044777,0.0
0.22784810126582278,0.2710843373493976,0.13953488372093023,0.0,0.0,0.20408163265306123,0.0
