Other,Shop,Leisure,Amenity,Tourism,accuracy,macro avg,weighted avg
0.7859424920127795,0.0,0.0,0.09090909090909091,0.0,0.625,0.1753703165843741,0.5905271565495207
0.7200000000000001,0.0,0.0,0.0784313725490196,0.0,0.55,0.15968627450980394,0.4922039215686275
0.6691449814126395,0.06451612903225808,0.0,0.26865671641791045,0.0,0.5,0.20046356537256163,0.4522559883160048
0.7533333333333333,0.0,0.0,0.10344827586206896,0.0,0.58,0.17135632183908045,0.5462459770114942
0.72,0.0,0.0,0.13953488372093023,0.0,0.525,0.17190697674418604,0.5554604651162791
