Other,Shop,Leisure,Amenity,Tourism
0.0,1.0,1.0,0.0,0.0
0.0273972602739726,0.0,0.0,0.0,0.0
0.7636363636363637,0.6666666666666666,0.0,0.0,0.3333333333333333
0.0,0.9090909090909091,0.16666666666666666,0.5,0.0
0.05660377358490566,,0.0,0.058823529411764705,0.0
