Other,Shop,Leisure,Amenity,Tourism,accuracy,macro avg,weighted avg
0.0,0.13793103448275862,0.25396825396825395,0.0,0.0,0.14545454545454545,0.06349206349206349,0.03694083694083694
0.05333333333333332,0.0,0.0,0.0,0.0,0.09090909090909091,0.03825287356321839,0.045425287356321835
0.6614173228346456,0.12307692307692307,0.0,0.0,0.06451612903225806,0.43,0.14518669037338072,0.3657150114300229
0.0,0.202020202020202,0.2,0.1875,0.0,0.09,0.10211538461538461,0.04263461538461539
0.10526315789473685,,0.0,0.07999999999999999,0.0,0.14,0.07745667198298775,0.09161169590643274
