Arts and Entertainment,Great Outdoors,Work,Food,Travel Spot,Home,Shop and Service,Nighlife Spot,College and Education,accuracy,macro avg,weighted avg
0.0,0.0,0.3811030741410488,0.3822525597269625,0.0681458003169572,0.5027094622759483,0.2482177576150357,0.0,0.15689810640216412,0.31317515432098764,0.19325852894201295,0.2586202779416387
0.0,0.0,0.3835015357612988,0.41454202077431535,0.09959183673469388,0.47327621379028967,0.2450542437779196,0.09774436090225563,0.18892508143322476,0.3238811728395062,0.2114039214637775,0.2732437229107956
0.0,0.0,0.3754137115839244,0.38926174496644295,0.08850931677018635,0.488482922954726,0.2427548585066485,0.0,0.20316027088036118,0.31462191358024694,0.1986203139624766,0.26032991224605506
0.0,0.0025157232704402514,0.3841911764705882,0.4033379694019471,0.08064516129032258,0.5050999592003264,0.23947203016970459,0.0,0.22137404580152673,0.3218557098765432,0.2040706739560951,0.2681768326450265
0.0,0.0,0.37404756407296236,0.40012143290831814,0.08127490039840637,0.5098347757671124,0.22331691297208536,0.023529411764705885,0.21331058020477814,0.31809413580246915,0.20282617534315206,0.2651539104412628
